Module,Function,SubFunction,Role,PermissionCode,FrontendRoute,APIEndpoint,UILocation,Scope,AccessStatus,EntitlementRequired,SubscriptionRequired
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,CUSTOMER_OWNER,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,CUSTOMER_MANAGER,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
AI,AI Models & Keys Config,SuperAdmin Multi-Provider Key Pool Management,CUSTOMER_STAFF,ai.config.manage,/super-admin,POST /api/superadmin/ai-keys,SuperAdmin AI Tab,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,SYSTEM_OWNER,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,SUPER_ADMIN,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,ALLOW,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,ADMIN,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,STAFF,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,CUSTOMER_OWNER,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,CUSTOMER_MANAGER,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,AI Usage Telemetry,Track AI Tokens & Model Latency Stats,CUSTOMER_STAFF,ai.config.manage,/super-admin,GET /api/superadmin/ai-usage,AI Usage Graph,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,SYSTEM_OWNER,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,SUPER_ADMIN,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,ALLOW,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,ADMIN,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,STAFF,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,CUSTOMER_OWNER,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,CUSTOMER_MANAGER,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
AI,Agent Skills Toggle,Enable/Disable Semantic AI Cross-Ref Reasoning,CUSTOMER_STAFF,ai.config.manage,/super-admin,POST /api/admin/agent-skills/{key}/toggle,Agent Skills Grid,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",SYSTEM_OWNER,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",SUPER_ADMIN,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,ALLOW,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",ADMIN,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",STAFF,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",CUSTOMER_OWNER,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",CUSTOMER_MANAGER,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Master Parts Management,"Edit, Update & Curate Master Catalog",CUSTOMER_STAFF,master_parts.manage,/super-admin,GET /api/admin/all-parts,Master Parts Table,Platform Global,DENY,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",SYSTEM_OWNER,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,DENY,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",SUPER_ADMIN,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,ALLOW,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",ADMIN,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,ALLOW,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",STAFF,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,DENY,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",CUSTOMER_OWNER,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,DENY,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",CUSTOMER_MANAGER,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,DENY,None,None
CATALOG,Scraped Parts Queue Review,"Approve, Edit, Reject Raw Ingested Data",CUSTOMER_STAFF,temp_parts.review,/admin,GET /api/admin/temp-parts,Admin Queue View (#admin-queue-view),Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,SYSTEM_OWNER,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,SUPER_ADMIN,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,ALLOW,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,ADMIN,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,STAFF,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,CUSTOMER_OWNER,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,CUSTOMER_MANAGER,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Catalog Scraper Trigger,Run Real-time Web Scraper against OEM Portals,CUSTOMER_STAFF,scraper.manage,/super-admin,POST /api/admin/scrape-url,Scraper Execution Console,Platform Global,DENY,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",SYSTEM_OWNER,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,DENY,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",SUPER_ADMIN,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,ALLOW,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",ADMIN,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,ALLOW,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",STAFF,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,DENY,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",CUSTOMER_OWNER,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,DENY,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",CUSTOMER_MANAGER,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,DENY,None,None
CATALOG,Vehicle Metadata Management,"Manage Car Makes, Models, Years & Categories",CUSTOMER_STAFF,master_parts.manage,/admin,POST /api/admin/metadata/*,Metadata Admin Tab,Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",SYSTEM_OWNER,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,ALLOW,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",SUPER_ADMIN,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",ADMIN,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",STAFF,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",CUSTOMER_OWNER,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",CUSTOMER_MANAGER,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,MRR / ARR Revenue Analytics,"Track Monthly Recurring Revenue, Churn & ARPU",CUSTOMER_STAFF,mrr.view,/owner,GET /api/owner/revenue,Owner View (#owner-view),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",SYSTEM_OWNER,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,ALLOW,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",SUPER_ADMIN,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",ADMIN,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",STAFF,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",CUSTOMER_OWNER,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",CUSTOMER_MANAGER,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Customer 360 & Health,"Holistic Customer Value, Usage & Retention",CUSTOMER_STAFF,customer.manage,/owner,GET /api/owner/customers/{id}/360,Customer 360 Modal (#modal-owner-customer-360),Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",SYSTEM_OWNER,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,ALLOW,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",SUPER_ADMIN,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",ADMIN,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",STAFF,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",CUSTOMER_OWNER,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",CUSTOMER_MANAGER,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,Commercial Pricing Management,"Edit Plan Prices, Quotas & Add-ons",CUSTOMER_STAFF,pricing.manage,/owner,PUT /api/owner/plans/{id},Owner Pricing Control Panel,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,SYSTEM_OWNER,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,ALLOW,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,SUPER_ADMIN,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,ADMIN,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,STAFF,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,CUSTOMER_OWNER,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,CUSTOMER_MANAGER,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
COMMERCIAL,RBAC Permission Matrix Toggle,Live Platform Permission Matrix Switchboard,CUSTOMER_STAFF,pricing.manage,/owner,POST /api/owner/roles/permission,Owner RBAC Table,Platform Global,DENY,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,SYSTEM_OWNER,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,ALLOW,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,SUPER_ADMIN,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,DENY,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,ADMIN,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,ALLOW,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,STAFF,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,DENY,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,CUSTOMER_OWNER,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,DENY,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,CUSTOMER_MANAGER,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,DENY,None,None
CRM,Lead & Deal Pipeline,Manage Sales Funnel from Lead to Subscribed,CUSTOMER_STAFF,pipeline.manage,/staff,GET /api/owner/pipeline,CRM Pipeline Kanban,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",SYSTEM_OWNER,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",SUPER_ADMIN,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,ALLOW,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",ADMIN,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",STAFF,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",CUSTOMER_OWNER,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",CUSTOMER_MANAGER,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,System Health & Diagnostics,"Database Connections, Memory & Cache Health",CUSTOMER_STAFF,system.health,/super-admin,GET /api/superadmin/system-health,System Health Monitor,Platform Global,DENY,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,SYSTEM_OWNER,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,DENY,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,SUPER_ADMIN,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,ALLOW,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,ADMIN,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,ALLOW,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,STAFF,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,DENY,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,CUSTOMER_OWNER,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,DENY,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,CUSTOMER_MANAGER,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,DENY,None,None
SYSTEM,Platform Audit Trail,Global Administrative & Security Event Logs,CUSTOMER_STAFF,audit.view,/super-admin,GET /api/superadmin/audit-logs,Security Audit Trail,Platform Global,DENY,None,None
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,SYSTEM_OWNER,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,DENY,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,SUPER_ADMIN,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,ALLOW,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,ADMIN,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,ALLOW,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,STAFF,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,DENY,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,CUSTOMER_OWNER,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,DENY,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,CUSTOMER_MANAGER,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,DENY,N/A,N/A
DATA_PROTECTION,Automotive Data CSV Export,Bulk Extraction of OEM & Cross-Ref Catalog,CUSTOMER_STAFF,export.use,N/A (Blocked),POST /api/saas/export,N/A (Removed),Global Deny for Customers,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,SYSTEM_OWNER,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,SUPER_ADMIN,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,ADMIN,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,STAFF,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,CUSTOMER_OWNER,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,CUSTOMER_MANAGER,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
DATA_PROTECTION,Direct SQL & Database Access,Raw Query Execution & Direct SQLite Access,CUSTOMER_STAFF,db.raw_access,N/A,N/A (No Endpoint Exists),N/A,Infrastructure,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,SYSTEM_OWNER,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,SUPER_ADMIN,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,ADMIN,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,STAFF,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,CUSTOMER_OWNER,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,CUSTOMER_MANAGER,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
SECURITY,Role / Workspace Switcher,User-facing Client Role Escalation Switch,CUSTOMER_STAFF,auth.switch_role,N/A (Prohibited),N/A (Prohibited),N/A (Removed),Security Invariant,DENY,N/A,N/A
